company,product,typename,gpu,opsys,inches,width,height,clock_speed,ram,disk_size,weight,ubm_effective_speed,price_euros
Lenovo,ThinkPad T470,Notebook,Intel HD Graphics 520,Windows 7,14.0,1920,1080,2.3,8,256,1.65,4.2,1465.0
Dell,Inspiron 5570,Notebook,AMD Radeon 530,Windows 10,15.6,1920,1080,1.6,4,1000,2.2,6.64,776.0
Fujitsu,LifeBook A557,Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.5,8,256,2.2,4.54,799.0
HP,EliteBook 850,Notebook,Intel HD Graphics 520,Windows 7,15.6,1366,768,2.3,4,500,1.88,4.2,932.0
Lenovo,IdeaPad 320-15IKB,Notebook,Nvidia GeForce 920MX,Windows 10,15.6,1920,1080,2.7,8,1000,2.2,5.76,899.0
Mediacom,SmartBook 140,Notebook,Intel HD Graphics,Windows 10,14.0,1920,1080,1.44,2,32,1.4,1.56,239.0
Lenovo,IdeaPad 320-15IKBN,Notebook,Intel HD Graphics 620,No OS,15.6,1920,1080,2.5,4,128,2.2,4.54,468.0
Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),2 in 1 Convertible,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.5,6,1000,1.5,4.54,639.01
Dell,XPS 15,Notebook,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.8,8,256,2.0,25.7,1820.0
Asus,ZenBook 3,Ultrabook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.7,16,512,1.1,4.54,1900.0
Dell,Inspiron 7567,Gaming,Nvidia GeForce GTX 1050 Ti,Windows 10,15.6,1920,1080,2.8,16,1256,2.62,29.3,1479.0
Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Notebook,Intel UHD Graphics 620,Windows 10,15.6,1920,1080,1.6,4,256,1.8,4.8,829.0
Asus,X541NA-GO414T (N3350/8GB/1TB/W10),Notebook,Intel HD Graphics 500,Windows 10,15.6,1366,768,1.1,8,1000,2.0,3.44,399.0
Asus,VivoBook Pro,Notebook,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.5,8,1000,1.99,25.7,906.62
Dell,XPS 13,Ultrabook,Intel UHD Graphics 620,Windows 10,13.3,3200,1800,1.6,8,256,1.23,4.8,1869.0
Lenovo,IdeaPad 100S-14IBR,Notebook,Intel HD Graphics 400,Windows 10,14.0,1366,768,1.6,2,32,1.42,3.18,249.0
Lenovo,Thinkpad Yoga,2 in 1 Convertible,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.7,8,256,1.37,4.54,1757.42
Dell,XPS 15,Notebook,Nvidia GeForce GTX 1050,Windows 10,15.6,3840,2160,2.8,16,1000,2.06,25.7,2399.0
Lenovo,Legion Y520-15IKBN,Gaming,Nvidia GeForce GTX 1050M,Windows 10,15.6,1920,1080,2.8,8,1128,2.5,23.0,1109.0
HP,17-AK091ND (A9-9420/8GB/1TB/W10),Notebook,AMD Radeon R5,Windows 10,17.0,1600,900,3.0,8,1000,2.6,2.05,520.9
Lenovo,ThinkPad X1,Ultrabook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.7,16,512,1.14,4.54,2450.0
Asus,ROG GL553VE-FY022,Gaming,Nvidia GeForce GTX 1050 Ti,No OS,15.6,1920,1080,2.8,8,1000,2.5,29.3,1169.0
Acer,Extensa EX2540,Notebook,Intel HD Graphics 520,Windows 10,15.6,1366,768,2.0,4,500,2.4,4.2,450.0
Lenovo,IdeaPad 100S-14IBR,Notebook,Intel HD Graphics,Windows 10,14.0,1366,768,1.6,4,32,1.43,1.56,274.0
Acer,Swift 3,Ultrabook,Intel Graphics 620,Windows 10,14.0,1920,1080,2.5,8,256,1.8,4.54,919.0
Razer,Blade Pro,Gaming,Nvidia GeForce GTX 1060,Windows 10,14.0,1920,1080,2.8,16,256,1.95,46.7,2599.0
Toshiba,Portege Z30-C-16J,Notebook,Intel HD Graphics 520,Windows 10,13.3,1920,1080,2.3,8,256,1.2,4.2,1213.0
Lenovo,Thinkpad X270,Ultrabook,Intel HD Graphics 620,Windows 10,12.5,1920,1080,2.7,8,256,1.36,4.54,1584.0
Asus,ROG G701VI,Gaming,Nvidia GeForce GTX 1080,Windows 10,17.3,1920,1080,2.7,32,512,3.8,102.0,2799.0
Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Gaming,Nvidia GeForce GTX 1050,Linux,15.6,1920,1080,2.5,8,1000,2.4,25.7,709.0
Dell,XPS 13,Ultrabook,Intel UHD Graphics 620,Windows 10,13.3,1920,1080,1.6,8,256,1.2,4.8,1449.9
MSI,GL62M 7REX,Gaming,Nvidia GeForce GTX 1050 Ti,Windows 10,15.6,1920,1080,2.8,8,1128,2.2,29.3,1191.8
HP,250 G6,Notebook,Intel HD Graphics 520,No OS,15.6,1366,768,2.0,4,500,1.86,4.2,364.9
Toshiba,Tecra A50-D-11M,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.5,8,500,2.0,4.54,1064.0
Dell,Inspiron 5570,Notebook,AMD Radeon 530,Windows 10,15.6,1920,1080,1.8,8,256,2.2,6.64,919.0
Dell,Inspiron 5570,Notebook,AMD Radeon 530,Windows 10,15.6,1920,1080,1.8,16,2256,2.2,6.64,1135.0
Lenovo,IdeaPad Y700-15ISK,Gaming,Nvidia GeForce GTX 960,Windows 10,15.6,1920,1080,2.6,8,1128,3.31,32.9,1196.0
Dell,Alienware 17,Gaming,Nvidia GeForce GTX 1070,Windows 10,17.3,3840,2160,2.8,32,1512,4.42,79.7,3147.37
Dell,Latitude E7470,Notebook,Intel HD Graphics 520,Windows 10,14.0,1920,1080,2.4,8,256,1.56,4.2,1229.0
Lenovo,Ideapad 320-15IAP,Notebook,Intel HD Graphics 500,Windows 10,15.6,1366,768,1.1,4,500,2.2,3.44,419.0
Lenovo,IdeaPad 320-15ISK,Notebook,Intel HD Graphics 520,Windows 10,15.6,1920,1080,2.3,4,500,2.2,4.2,535.0
MSI,GP72VR Leopard,Gaming,Nvidia GeForce GTX 1060,Windows 10,17.3,1920,1080,2.8,8,1128,2.7,46.7,1486.77
Toshiba,Satellite Pro,Notebook,Intel HD Graphics 520,Windows 10,15.6,1366,768,2.1,4,128,2.1,4.2,498.0
Dell,Latitude 3580,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.5,8,1000,2.06,4.54,955.0
HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,AMD Radeon 530,Windows 10,15.6,1920,1080,2.7,8,1000,2.1,6.64,745.0
Toshiba,Tecra Z50-D-10E,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.5,8,256,2.0,4.54,1258.0
Acer,Aspire 3,Notebook,Intel HD Graphics 520,Linux,15.6,1366,768,2.0,4,128,2.1,4.2,412.0
Microsoft,Surface Laptop,Ultrabook,Intel Iris Plus Graphics 640,Windows 10 S,13.5,2256,1504,2.8,8,256,1.252,7.49,1867.85
Lenovo,Yoga 720-13IKB,2 in 1 Convertible,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.5,8,256,1.3,4.54,1034.0
Lenovo,IdeaPad 320-15AST,Notebook,AMD Radeon R2 Graphics,Windows 10,15.6,1366,768,2.2,4,128,2.2,12.3,349.0
HP,Pavilion X360,2 in 1 Convertible,Nvidia GeForce 940MX,Windows 10,14.0,1920,1080,2.4,4,128,1.63,8.62,699.0
MSI,GP62 7RDX,Gaming,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.8,16,1256,2.4,25.7,1294.0
Asus,Zenbook 3,Ultrabook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.5,8,256,1.1,4.54,1135.0
HP,Chromebook X360,2 in 1 Convertible,Intel HD Graphics 500,Chrome OS,11.6,1366,768,1.1,8,64,1.4,3.44,495.0
LG,Gram 15Z975,Ultrabook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,1.8,8,512,1.09,4.54,2299.0
Acer,Aspire VX5-591G,Gaming,Nvidia GeForce GTX 1050 Ti,Windows 10,15.6,1920,1080,2.5,16,256,2.5,29.3,1299.0
MSI,GV62M 7RD,Gaming,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.5,8,256,2.2,25.7,997.9
Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,Intel HD Graphics 500,Windows 10,15.6,1366,768,1.1,4,128,1.86,3.44,419.0
Dell,Alienware 15,Gaming,Nvidia GeForce GTX 1060,Windows 10,15.6,1920,1080,2.5,16,1128,3.21,46.7,2051.0
HP,17-bs000nv I3,Notebook,AMD Radeon R5 520,Windows 10,17.3,1920,1080,2.0,4,256,2.5,51.3,699.0
Lenovo,Yoga 730,2 in 1 Convertible,Intel UHD Graphics 620,Windows 10,13.3,1920,1080,1.8,8,512,1.19,4.8,1499.0
Dell,Alienware 15,Gaming,Nvidia GeForce GTX 1070,Windows 10,15.6,1920,1080,2.9,16,1256,3.49,79.7,2813.75
HP,250 G6,Notebook,AMD Radeon 520,Windows 10,15.6,1366,768,2.5,4,500,1.86,4.96,612.61
HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,AMD Radeon R7 M440,Windows 10,17.3,1920,1080,2.4,6,2000,2.65,73.1,569.0
Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,Intel HD Graphics 510,Windows 10,15.6,1366,768,1.6,4,500,2.1,2.54,318.0
Acer,Chromebook 14,Notebook,Intel HD Graphics 510,Chrome OS,14.0,1366,768,1.6,4,32,1.45,2.54,375.0
Lenovo,IdeaPad 520s-14IKB,Notebook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.5,4,256,1.7,4.54,699.0
HP,ZBook 17,Workstation,Nvidia Quadro M1200,Windows 10,17.3,1920,1080,2.8,8,500,3.14,8.37,1907.99
Lenovo,ThinkPad X1,2 in 1 Convertible,Intel HD Graphics 620,Windows 10,14.0,2560,1440,2.7,8,256,1.42,4.54,2590.0
Toshiba,Satellite Pro,Notebook,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.5,8,256,1.5,4.54,973.0
Acer,TravelMate B117-M,Netbook,Intel HD Graphics,Windows 10,11.6,1366,768,1.6,4,32,1.4,1.56,269.0
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.7,16,512,1.38,4.54,1749.0
Asus,Chromebook Flip,2 in 1 Convertible,Intel HD Graphics 515,Chrome OS,12.5,1920,1080,0.9,4,64,1.2,2.92,669.0
Toshiba,Portege Z30T-C-133,Ultrabook,Intel HD Graphics 520,Windows 10,13.3,1920,1080,2.5,16,512,1.36,4.2,1877.0
HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,AMD Radeon 530,Windows 10,15.6,1920,1080,2.7,4,500,2.1,6.64,689.0
Dell,Inspiron 5577,Gaming,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.5,8,1000,2.56,25.7,819.0
Lenovo,IdeaPad 320-15AST,Notebook,AMD Radeon 530,Windows 10,15.6,1920,1080,2.9,4,256,2.2,6.64,399.0
Lenovo,IdeaPad 320-15ABR,Notebook,AMD Radeon R7,Windows 10,15.6,1366,768,3.6,8,1000,2.2,72.3,429.0
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.5,4,1000,2.1,4.54,621.45
Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,Intel HD Graphics 520,No OS,15.6,1366,768,2.0,4,500,1.9,4.2,450.0
Dell,Vostro 5568,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.5,8,256,2.18,4.54,795.0
Acer,Spin 5,2 in 1 Convertible,Intel UHD Graphics 620,Windows 10,13.3,1920,1080,1.6,8,256,1.6,4.8,999.0
Lenovo,Thinkpad T460p,Notebook,Intel HD Graphics 520,Windows 10,14.0,1920,1080,2.3,8,256,1.8,4.2,1191.0
HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,AMD Radeon 530,Windows 10,17.3,1920,1080,2.5,6,2000,2.71,6.64,655.01
Lenovo,Legion Y520-15IKBN,Gaming,Nvidia GeForce GTX 1050 Ti,Windows 10,15.6,1920,1080,2.8,8,1128,2.5,29.3,1249.0
Dell,Latitude 5480,Notebook,Nvidia GeForce 930MX,Linux,14.0,1920,1080,2.8,8,256,1.64,7.91,1089.0
Dell,Vostro 5568,Notebook,Intel HD Graphics 620,Linux,15.6,1920,1080,2.5,8,1000,1.98,4.54,726.0
Asus,VivoBook E403NA,Notebook,Intel HD Graphics 500,Windows 10,14.0,1920,1080,1.1,4,32,1.5,3.44,298.0
Dell,Latitude 5580,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.6,16,512,1.93,4.54,1426.66
Lenovo,Thinkpad E470,Notebook,Nvidia GeForce 920MX,Windows 10,14.0,1920,1080,2.5,8,256,1.87,5.76,857.07
Dell,Latitude 5580,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.6,8,256,1.9,4.54,1179.0
Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,AMD Radeon R4,Windows 10,15.6,1366,768,2.0,4,500,2.19,17.5,298.0
Mediacom,Smartbook 142,Notebook,Intel HD Graphics 400,Windows 10,14.0,1920,1200,1.92,4,32,1.4,3.18,265.0
HP,ProBook 470,Notebook,Nvidia GeForce 930MX,Windows 10,17.3,1920,1080,2.7,8,256,2.63,7.91,1200.0
Lenovo,ThinkPad X1,Ultrabook,Intel HD Graphics 520,Windows 10,14.0,2560,1440,2.5,8,512,1.17,4.2,1686.64
HP,Pavilion X360,2 in 1 Convertible,Intel HD Graphics 620,Windows 10,13.3,1366,768,2.5,8,256,1.58,4.54,836.6
Lenovo,ThinkPad T470s,Ultrabook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.5,8,256,1.32,4.54,1499.0
Dell,Alienware 17,Gaming,Nvidia GeForce GTX 1070,Windows 10,17.3,3840,2160,2.8,32,1000,4.36,79.7,3659.4
MSI,GL72M 7REX,Gaming,Nvidia GeForce GTX 1050 Ti,Windows 10,17.3,1920,1080,2.8,8,1128,2.7,29.3,1348.48
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,Intel HD Graphics 620,No OS,15.6,1366,768,2.5,4,1000,1.9,4.54,489.9
Dell,Inspiron 5570,Notebook,AMD Radeon 530,Windows 10,15.6,1920,1080,1.6,8,1128,2.2,6.64,719.0
Dell,Inspiron 5378,2 in 1 Convertible,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.4,4,1000,1.71,4.54,649.0
Dell,Inspiron 5567,Notebook,AMD Radeon R7 M445,Linux,15.6,1366,768,2.5,8,1000,2.32,21.2,589.52
HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,AMD Radeon 520,Windows 10,15.6,1920,1080,3.0,4,1000,2.1,4.96,489.0
Acer,Predator 17,Gaming,Nvidia GeForce GTX 1060,Windows 10,17.3,1920,1080,2.6,16,1128,4.2,46.7,1935.0
Dell,Inspiron 3567,Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.5,12,1000,2.25,4.54,649.0
HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,AMD Radeon 520,Windows 10,15.6,1920,1080,3.0,6,1128,2.1,4.96,650.0
Acer,Extensa EX2540-58KR,Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.5,4,500,2.4,4.54,559.0
Lenovo,ThinkPad 13,Notebook,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.5,8,256,1.44,4.54,960.0
Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.7,4,1000,1.85,4.54,779.0
HP,ZBook 15,Workstation,Nvidia Quadro M2200,Windows 10,15.6,1920,1080,2.8,16,256,2.6,79.6,2419.0
Dell,Inspiron 5379,2 in 1 Convertible,Intel UHD Graphics 620,Windows 10,13.3,1920,1080,1.6,8,1000,1.55,4.8,659.0
MSI,GS63VR 7RF,Gaming,Nvidia GeForce GTX 1060,Windows 10,15.6,1920,1080,2.8,16,1256,1.8,46.7,2094.48
Acer,Aspire ES1-572,Notebook,Intel HD Graphics 520,Windows 10,15.6,1366,768,2.0,4,500,2.4,4.2,410.8
Dell,Inspiron 7560,Notebook,Nvidia GeForce 940MX,Windows 10,15.6,1920,1080,2.7,8,1128,2.0,8.62,1207.0
Dell,Vostro 3568,Notebook,Intel HD Graphics 520,Windows 10,15.6,1366,768,2.0,8,256,2.0,4.2,665.0
Toshiba,Tecra X40-D-10G,Notebook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.5,8,256,1.25,4.54,1535.0
Lenovo,Flex 5,2 in 1 Convertible,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.5,8,256,1.7,4.54,999.0
Acer,Chromebook 14,Notebook,Intel HD Graphics 400,Chrome OS,14.0,1366,768,1.6,2,32,1.68,3.18,330.0
Samsung,Notebook 9,Ultrabook,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.7,16,256,0.81,4.54,1649.0
HP,250 G6,Notebook,Intel HD Graphics 520,Windows 10,15.6,1920,1080,2.0,8,256,1.86,4.2,539.0
Dell,Latitude 5480,Notebook,Intel HD Graphics 620,Windows 10,14.0,1366,768,2.5,8,256,1.6,4.54,1126.71
HP,Zbook 17,Workstation,Nvidia Quadro M2000M,Windows 7,17.3,1920,1080,2.9,16,256,3.0,60.3,4389.0
Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,Intel HD Graphics 400,Windows 10,11.6,1366,768,1.6,4,128,1.4,3.18,475.0
HP,EliteBook 850,Notebook,Intel HD Graphics 520,Windows 10,15.6,1920,1080,2.4,8,256,1.84,4.2,1900.0
Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,Nvidia GeForce GTX 950M,No OS,15.6,1366,768,2.3,4,1000,2.45,14.0,579.0
Lenovo,Thinkpad T460,Ultrabook,Intel HD Graphics 520,Windows 10,14.0,1920,1080,2.3,4,180,1.7,4.2,1096.0
Asus,Pro P2540UA-XO0192R,Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.7,4,256,2.37,4.54,849.9
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,Intel HD Graphics 540,Windows 10,13.3,3200,1800,1.8,8,256,1.3,27.2,1199.0
HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.5,8,1128,2.2,25.7,1099.0
HP,ZBook 15,Workstation,Nvidia Quadro M1000M,Windows 7,15.6,1920,1080,2.6,8,256,2.59,53.4,1561.0
Dell,Alienware 17,Gaming,Nvidia GeForce GTX 1070,Windows 10,15.6,3840,2160,2.8,16,1256,4.42,79.7,2868.99
Acer,Aspire 3,Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.5,4,256,2.1,4.54,599.0
Lenovo,Legion Y520-15IKBN,Gaming,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.8,8,1128,2.5,25.7,1048.0
Dell,Latitude 7280,Ultrabook,Intel HD Graphics 620,Windows 10,12.5,1920,1080,2.8,16,256,1.18,4.54,1859.0
Google,Pixelbook (Core,Ultrabook,Intel HD Graphics 615,Chrome OS,12.3,2400,1600,1.2,8,256,1.1,3.4,1559.0
Asus,Zenbook UX330UA-AH5Q,Ultrabook,Intel HD Graphics 620,Windows 10,13.3,3200,1800,2.5,8,256,1.2,4.54,1129.0
Dell,Latitude 3380,Notebook,Intel HD Graphics 520,Windows 10,13.3,1366,768,2.0,4,500,1.65,4.2,849.0
Acer,TravelMate P238-M,Notebook,Intel HD Graphics 520,Windows 10,13.3,1366,768,2.3,4,128,1.6,4.2,655.0
Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,Nvidia GeForce 920MX,Windows 10,17.3,1366,768,1.1,4,1000,2.8,5.76,470.34
Dell,Inspiron 7559,Gaming,Nvidia GeForce GTX 960M,Windows 10,15.6,3840,2160,2.6,16,1128,2.72,16.4,1099.0
Samsung,Notebook 9,Ultrabook,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.7,8,256,1.31,4.54,1599.0
Dell,Inspiron 5567,Notebook,AMD Radeon R7 M445,Windows 10,15.6,1920,1080,2.7,16,256,2.3,21.2,1181.27
Samsung,Notebook 9,2 in 1 Convertible,AMD Radeon 540,Windows 10,15.0,1920,1080,2.7,16,256,1.71,10.5,1799.0
Toshiba,Tecra A40-C-1E5,Notebook,Intel HD Graphics 520,Windows 10,14.0,1366,768,2.3,4,128,1.75,4.2,1020.0
Dell,Inspiron 7567,Gaming,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.8,8,1000,2.62,25.7,1099.0
HP,EliteBook 820,Ultrabook,Intel HD Graphics 520,Windows 10,12.5,1366,768,2.3,4,256,1.26,4.2,1244.0
Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,Nvidia GeForce 940MX,Windows 10,15.6,1920,1080,2.7,12,2000,2.3,8.62,839.0
Lenovo,Thinkpad P50,Notebook,Nvidia Quadro M2000M,Windows 7,15.6,3840,2160,2.7,16,512,2.5,60.3,2370.0
Acer,Swift 3,Notebook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.4,4,128,1.8,4.54,636.0
Razer,Blade Pro,Gaming,Nvidia GeForce GTX 1060,Windows 10,14.0,1920,1080,2.8,16,512,1.95,46.7,2899.0
Dell,Alienware 17,Gaming,Nvidia GeForce GTX 1070M,Windows 10,17.3,1920,1080,2.8,32,1000,4.42,72.5,3588.8
Asus,Rog G752VS-BA171T,Gaming,Nvidia GeForce GTX 1070,Windows 10,17.3,1920,1080,2.6,16,1256,4.3,79.7,2350.0
Toshiba,Tecra Z40-C-161,Ultrabook,Nvidia GeForce 930M,Windows 10,14.0,1920,1080,2.6,16,512,1.47,7.91,1764.0
Lenovo,IdeaPad 110-15IBR,Notebook,Intel HD Graphics 405,No OS,15.6,1366,768,1.6,8,1000,2.2,2.1,329.0
Lenovo,ThinkPad T470s,Ultrabook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.7,16,512,1.7,4.54,2299.0
MSI,GS43VR 7RE,Gaming,Nvidia GeForce GTX 1060,Windows 10,14.0,1920,1080,2.8,16,1256,1.6,46.7,1891.0
MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.5,8,1128,2.2,25.7,1089.0
Lenovo,Legion Y520-15IKBN,Gaming,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.8,4,1000,2.4,25.7,999.0
Acer,Predator G9-793,Gaming,Nvidia GeForce GTX 1060,Windows 10,17.3,1920,1080,2.8,16,1256,4.2,46.7,2299.0
Dell,Inspiron 7567,Gaming,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.5,8,256,2.62,25.7,985.0
Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,Nvidia GeForce GTX1060,Windows 10,15.6,1920,1080,2.8,8,1128,2.24,56.1,1339.0
Vero,K146 (N3350/4GB/32GB/W10),Notebook,Intel HD Graphics 500,Windows 10,14.0,1920,1080,1.1,4,32,1.22,3.44,202.9
Lenovo,ThinkPad Yoga,2 in 1 Convertible,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.7,8,512,1.37,4.54,1970.0
Lenovo,Yoga 510-15IKB,2 in 1 Convertible,AMD Radeon R7 M460,Windows 10,15.6,1920,1080,2.5,8,256,2.08,35.8,959.0
Apple,"MacBook 12""",Ultrabook,Intel HD Graphics 5300,Mac OS X,12.0,2304,1440,1.2,8,512,0.92,2.53,1165.0
Lenovo,ThinkPad X1,2 in 1 Convertible,Intel HD Graphics 620,Windows 10,14.0,2560,1440,2.5,8,256,1.42,4.54,2330.0
Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,Intel HD Graphics 500,Windows 10,14.0,1366,768,1.1,4,32,1.63,3.44,299.0
Dell,Latitude 3580,Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.5,8,128,1.95,4.54,810.0
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,Intel HD Graphics 620,Windows 10,13.9,1920,1080,2.7,8,256,1.38,4.54,1349.0
Dell,Vostro 5568,Notebook,AMD Radeon R5 M420X,Windows 10,15.6,1920,1080,2.0,8,256,2.0,63.2,739.0
HP,ZBook 17,Workstation,Nvidia Quadro M2200,Windows 10,15.6,1920,1080,2.8,8,256,3.14,79.6,2064.9
Asus,Pro P2540UA-XS51,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.5,8,256,2.37,4.54,1099.0
Dell,XPS 13,Ultrabook,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.5,8,256,1.29,4.54,1499.0
Dell,XPS 15,Notebook,Nvidia GeForce GTX 1050,Windows 10,15.6,3840,2160,2.5,8,256,2.06,25.7,1749.0
HP,EliteBook 820,Netbook,Intel HD Graphics 620,Windows 10,12.5,1366,768,2.6,8,256,1.26,4.54,1389.0
Toshiba,Satellite Pro,Notebook,Intel HD Graphics 520,Windows 10,15.6,1366,768,2.3,4,500,2.1,4.2,780.0
HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,AMD Radeon R7 Graphics,Windows 10,15.6,1366,768,2.5,8,2000,2.04,5.92,629.0
Dell,Inspiron 7567,Gaming,Nvidia GeForce GTX 1050 Ti,Windows 10,15.6,3840,2160,2.8,16,512,2.62,29.3,1679.0
Lenovo,IdeaPad 310-15IKB,Notebook,Nvidia GeForce 920M,Windows 10,15.6,1920,1080,2.5,4,1000,2.4,5.76,609.0
HP,Omen 17-an012dx,Gaming,AMD Radeon RX 580,Windows 10,17.3,1920,1080,2.8,12,1000,3.74,51.6,1749.0
MSI,GE72MVR 7RG,Gaming,Nvidia GeForce GTX 1070,Windows 10,17.3,1920,1080,2.8,16,1512,2.9,79.7,2415.0
Samsung,Notebook 9,Ultrabook,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.5,8,256,0.81,4.54,1499.0
Dell,Vostro 5568,Notebook,Nvidia GeForce GT 940MX,Windows 10,15.6,1920,1080,2.7,8,1000,1.98,57.7,961.0
Lenovo,Thinkpad T470s,Ultrabook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.7,8,256,1.32,4.54,1859.0
Razer,Blade Stealth,Ultrabook,Intel HD Graphics 620,Windows 10,12.5,3840,2160,2.5,16,512,1.29,4.54,1799.0
HP,Chromebook 11,Netbook,Intel HD Graphics 400,Chrome OS,11.6,1366,768,1.6,4,16,1.23,3.18,385.0
Dell,Alienware 17,Gaming,Nvidia GeForce GTX 1060,Windows 10,17.3,1920,1080,2.8,16,1128,4.36,46.7,2505.02
Dell,Latitude 3480,Notebook,Intel HD Graphics 520,Windows 10,14.0,1366,768,2.3,4,500,1.76,4.2,755.0
Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,Intel HD Graphics 520,Windows 10,15.6,1366,768,2.0,4,500,2.1,4.2,489.9
Toshiba,Tecra X40-D-10Z,Ultrabook,Intel HD Graphics 620,Windows 10,14.0,1366,768,2.5,4,128,1.25,4.54,1090.0
Lenovo,Thinkpad X1,Ultrabook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.7,8,512,1.13,4.54,2499.0
MSI,GL62M 7RD,Gaming,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.5,8,256,2.4,25.7,1199.0
