typename,inches,width,height,clock_speed,ram,disk_size,weight,ubm_effective_speed,price_euros
Notebook,15.6,1366,768,2.2,4,500,2.2,12.3,299.0
Notebook,17.3,1600,900,2.0,8,1000,3.3,8.62,629.0
Gaming,15.6,1920,1080,2.8,16,1256,2.2,79.7,2449.0
Ultrabook,12.0,2304,1440,1.2,8,512,0.92,2.92,1279.0
Notebook,15.6,1920,1080,2.8,16,1128,2.2,46.7,1749.0
Gaming,17.3,1920,1080,2.6,16,1256,2.43,46.7,1948.99
2 in 1 Convertible,15.6,1920,1080,2.5,8,256,2.191,4.54,999.0
Gaming,17.3,1920,1080,2.8,16,1256,2.9,46.7,1949.0
Netbook,11.6,1366,768,1.5,2,32,1.3,1.56,174.0
Notebook,17.3,1600,900,2.0,4,1000,3.3,8.62,598.0
Notebook,17.3,1600,900,2.5,8,1000,2.8,4.54,539.0
Gaming,15.6,1920,1080,2.6,8,1128,2.6,32.9,1272.0
2 in 1 Convertible,14.0,1920,1080,1.3,8,256,1.2,3.4,1149.0
Notebook,15.6,1920,1080,2.6,8,256,2.3,4.2,1529.0
Gaming,15.6,1920,1080,2.6,8,1128,2.2,46.7,1476.11
Notebook,15.6,1920,1080,2.7,6,1000,2.1,6.64,529.0
Ultrabook,12.5,1920,1080,2.4,8,256,1.26,4.2,1713.37
2 in 1 Convertible,15.0,1920,1080,2.4,4,500,2.08,4.54,509.0
Notebook,15.6,1366,768,1.6,4,1000,2.65,2.1,309.0
Ultrabook,13.3,3200,1800,2.7,8,256,1.29,4.54,1477.0
Notebook,15.6,1366,768,2.5,4,1000,2.18,4.2,521.86
Gaming,15.6,1920,1080,2.6,16,1128,2.6,16.4,1029.0
Gaming,15.6,1920,1080,2.8,8,1128,2.2,25.7,1149.0
Netbook,12.5,1920,1080,2.5,16,512,1.3,4.2,1650.0
Gaming,14.0,1920,1080,2.8,16,1000,1.95,46.7,3499.0
Notebook,15.6,1366,768,2.4,8,1000,2.3,4.54,469.01
Gaming,17.3,1920,1080,2.8,16,1256,2.7,46.7,1598.0
Ultrabook,11.6,1366,768,1.6,4,256,1.08,5.88,959.0
Notebook,15.6,1920,1080,2.0,4,1000,2.1,4.2,478.0
Ultrabook,14.0,2560,1440,2.5,8,256,1.54,4.2,2198.19
Notebook,15.6,1366,768,2.3,4,500,2.24,4.2,737.0
Gaming,15.6,1920,1080,2.6,8,1128,2.3,16.4,1169.0
Notebook,13.3,1920,1080,2.7,16,512,1.4,4.54,1499.0
Notebook,15.6,1920,1080,3.6,6,256,2.2,6.64,597.57
Ultrabook,13.3,1920,1080,2.5,8,256,1.45,4.2,1280.0
Notebook,15.6,1366,768,2.0,4,500,2.4,4.2,361.8
2 in 1 Convertible,17.3,1920,1080,2.7,16,512,2.77,8.62,1799.0
Notebook,14.0,1920,1080,2.3,4,256,1.54,4.2,1099.99
Gaming,15.6,1920,1080,2.8,16,1256,2.5,29.3,1600.0
Notebook,14.0,1366,768,2.5,4,500,1.6,4.54,875.0
Gaming,15.6,1920,1080,2.6,16,1256,2.34,79.7,2325.0
Notebook,15.6,1920,1080,2.5,8,256,2.3,4.54,573.0
2 in 1 Convertible,13.3,3200,1800,1.2,8,256,1.24,3.4,1813.0
Notebook,15.6,1366,768,1.6,4,500,2.2,1.56,324.0
Notebook,15.6,1366,768,2.5,4,500,1.86,2.31,399.0
Notebook,15.6,1920,1080,2.3,6,128,2.4,5.76,569.0
Notebook,14.0,1920,1080,2.3,8,256,1.9,4.2,1072.0
Notebook,15.6,1366,768,1.6,4,500,2.2,1.56,443.99
Notebook,15.6,1366,768,1.1,4,1000,2.0,3.44,339.0
Gaming,17.3,1920,1080,2.6,16,1128,4.0,30.7,1900.0
Notebook,15.6,1366,768,2.0,4,500,2.29,4.2,490.0
Notebook,15.6,1920,1080,2.5,8,0,2.32,63.1,895.0
Gaming,15.6,1920,1080,2.6,8,1128,2.4,16.4,1229.0
2 in 1 Convertible,14.0,1920,1080,2.3,4,128,1.8,4.2,833.01
Ultrabook,13.3,1920,1080,0.9,8,512,1.2,2.92,729.0
Notebook,15.6,1366,768,2.4,6,1000,2.3,4.54,459.0
Notebook,15.6,1366,768,1.6,4,500,2.4,3.18,289.0
Notebook,15.6,1366,768,1.6,2,500,2.2,1.56,379.0
Notebook,15.6,1920,1080,2.6,8,1000,2.6,16.4,899.0
Notebook,15.6,1920,1080,2.9,6,0,2.04,73.1,549.99
Netbook,11.6,1366,768,1.6,2,32,1.17,3.18,209.0
Notebook,15.6,1366,768,2.5,4,500,2.2,5.76,720.32
2 in 1 Convertible,14.0,1920,1080,2.5,4,128,1.8,4.2,638.0
2 in 1 Convertible,13.3,3200,1800,2.5,16,512,1.3,4.2,1499.0
Notebook,14.0,1366,768,1.6,2,64,1.5,1.56,229.0
Notebook,15.6,1366,768,2.5,6,1000,2.19,63.1,764.0
Notebook,15.6,1366,768,1.6,4,500,2.2,1.56,369.0
Ultrabook,13.3,1920,1080,0.9,8,512,1.2,2.92,729.0
Notebook,15.6,1366,768,2.4,6,1000,2.3,4.54,459.0
Notebook,15.6,1366,768,1.6,4,500,2.4,3.18,289.0
Notebook,15.6,1366,768,1.6,2,500,2.2,1.56,379.0
Notebook,15.6,1920,1080,2.6,8,1000,2.6,16.4,899.0
Notebook,15.6,1920,1080,2.9,6,0,2.04,73.1,549.99
Netbook,11.6,1366,768,1.6,2,32,1.17,3.18,209.0
Notebook,15.6,1366,768,2.5,4,500,2.2,5.76,720.32
2 in 1 Convertible,14.0,1920,1080,2.5,4,128,1.8,4.2,638.0
2 in 1 Convertible,13.3,3200,1800,2.5,16,512,1.3,4.2,1499.0
Notebook,14.0,1366,768,1.6,2,64,1.5,1.56,229.0
Notebook,15.6,1366,768,2.5,6,1000,2.19,63.1,764.0
Notebook,15.6,1366,768,1.6,4,500,2.2,1.56,369.0
Ultrabook,13.3,1920,1080,0.9,8,512,1.2,2.92,729.0
Notebook,15.6,1366,768,2.4,6,1000,2.3,4.54,459.0
Notebook,15.6,1366,768,1.6,4,500,2.4,3.18,289.0
Notebook,15.6,1366,768,1.6,2,500,2.2,1.56,379.0
Notebook,15.6,1920,1080,2.6,8,1000,2.6,16.4,899.0
Notebook,15.6,1920,1080,2.9,6,0,2.04,73.1,549.99
Netbook,11.6,1366,768,1.6,2,32,1.17,3.18,209.0
Notebook,15.6,1366,768,2.5,4,500,2.2,5.76,720.32
2 in 1 Convertible,14.0,1920,1080,2.5,4,128,1.8,4.2,638.0
2 in 1 Convertible,13.3,3200,1800,2.5,16,512,1.3,4.2,1499.0
Notebook,14.0,1366,768,1.6,2,64,1.5,1.56,229.0
Notebook,15.6,1366,768,2.5,6,1000,2.19,63.1,764.0
Notebook,15.6,1366,768,1.6,4,500,2.2,1.56,369.0
